Date,Revenue,Orders,Customers,Quantity,Lag1,Lag7,Lag30,RollingMean,RollingStd,RollingMin,RollingMax,RollingMedian,RevenueGrowth,PredictedRevenue,ForecastError,AbsoluteError
2010-02-21,9056.761,36,34,4478,7408.69,6297.03,10808.25,11118.298857142858,2411.6152650693407,7408.69,14283.42,11214.15,0.2224510675976454,10281.307876666646,-1224.5468766666454,1224.5468766666454
2010-02-22,13538.57,40,36,8896,9056.761,11448.71,8249.52,11416.850285714285,2582.632355866182,7408.69,14283.42,11214.15,0.4948578194787296,12718.268519999961,820.3014800000383,820.3014800000383
2010-02-23,10893.91,41,39,6938,13538.57,10729.641,11918.201,11440.317285714284,2576.0853490270024,7408.69,14283.42,11214.15,-0.1953426395845351,11443.019546666683,-549.109546666683,549.109546666683
2010-02-24,10636.601,49,41,5994,10893.91,14283.42,6670.64,10919.343142857144,2253.8900732619577,7408.69,13686.72,10893.91,-0.0236195268732712,10340.884743333303,295.7162566666975,295.7162566666975
2010-02-25,14246.18,55,49,9160,10636.601,11214.15,12102.56,11352.490285714286,2586.7527917436505,7408.69,14246.18,10893.91,0.3393545550876637,13373.234786666719,872.9452133332816,872.9452133332816
2010-02-26,7594.441,28,25,4798,14246.18,13686.72,11776.62,10482.164714285716,2693.19450672701,7408.69,14246.18,10636.601,-0.4669138674367444,8521.470510000041,-927.0295100000412,927.0295100000412
2010-02-28,10645.62,49,46,6055,7594.441,7408.69,11969.73,10944.583285714283,2331.0739360163075,7594.441,14246.18,10645.62,0.4017647908516244,10518.107046666713,127.51295333328744,127.51295333328744
2010-03-01,9921.21,48,43,6335,10645.62,9056.761,13068.5,11068.076,2235.3262594511025,7594.441,14246.18,10645.62,-0.0680477041262039,10711.620453333326,-790.4104533333266,790.4104533333266
2010-03-02,11259.64,48,45,6549,9921.21,13538.57,12527.74,10742.514571428572,1965.177064660061,7594.441,14246.18,10645.62,0.1349059237734104,10917.300703333345,342.33929666665426,342.33929666665426
2010-03-03,16863.07,57,51,11677,11259.64,10893.91,11141.38,11595.251714285714,3041.92042158572,7594.441,16863.07,10645.62,0.497656230572203,14989.76280999998,1873.3071900000195,1873.3071900000195
2010-03-04,19250.68,67,61,12484,16863.07,10636.601,13167.0,12825.834428571428,4135.333792178168,7594.441,19250.68,11259.64,0.1415880975409578,17425.674653333328,1825.0053466666723,1825.0053466666723
2010-03-05,11207.94,52,49,7228,19250.68,14246.18,9638.581,12391.800142857142,4120.829486642243,7594.441,19250.68,11207.94,-0.4177899170315022,11531.626869999971,-323.68686999997044,323.68686999997044
2010-03-07,15895.04,50,46,9746,11207.94,7594.441,12947.64,13577.6,3681.091314420232,9921.21,19250.68,11259.64,0.4181946013272732,15791.254140000021,103.78585999997995,103.78585999997995
2010-03-08,12787.35,60,58,7774,15895.04,10645.62,10772.891,13883.561428571427,3480.3089221668765,9921.21,19250.68,12787.35,-0.1955131915364792,13542.616210000044,-755.2662100000434,755.2662100000434
2010-03-09,11615.31,44,43,7123,12787.35,9921.21,10669.83,14125.575714285716,3207.024593517902,11207.94,19250.68,12787.35,-0.0916562071109339,12593.48267666669,-978.1726766666907,978.1726766666907
2010-03-10,12836.15,49,42,9103,11615.31,11259.64,10124.591,14350.791428571429,3022.2512797881404,11207.94,19250.68,12836.15,0.1051061056484932,13068.879176666625,-232.7291766666258,232.7291766666258
2010-03-11,10589.83,41,36,5807,12836.15,16863.07,15401.09,13454.614285714286,3082.6225235496004,10589.83,19250.68,12787.35,-0.1749995130938794,11899.444303333355,-1309.6143033333556,1309.6143033333556
2010-03-12,7857.02,32,29,4993,10589.83,19250.68,8943.62,11826.948571428573,2456.5892349992696,7857.02,15895.04,11615.31,-0.258059855540646,9270.466533333347,-1413.4465333333465,1413.4465333333465
2010-03-14,4844.52,22,21,2737,7857.02,11207.94,5904.22,10917.888571428572,3623.8881185702,4844.52,15895.04,11615.31,-0.3834150861268012,6743.9981800000105,-1899.47818000001,1899.47818000001
2010-03-15,10703.951,39,36,6469,4844.52,15895.04,10216.67,10176.304428571428,2893.08065996737,4844.52,12836.15,10703.951,1.2094967096843443,10444.826286666623,259.12471333337635,259.12471333337635
2010-03-16,10870.34,40,39,6717,10703.951,12787.35,12683.83,9902.445857142857,2688.203582592549,4844.52,12836.15,10703.951,0.0155446339393743,10834.406603333318,35.9333966666818,35.9333966666818
2010-03-17,12644.22,38,34,7874,10870.34,11615.31,4778.6900000000005,10049.433,2822.2572628476446,4844.52,12836.15,10703.951,0.1631853281498094,11898.799380000051,745.420619999948,745.420619999948
2010-03-18,15974.54,70,62,9734,12644.22,12836.15,9458.92,10497.774428571429,3505.349421800997,4844.52,15974.54,10703.951,0.2633867490442274,13675.812853333355,2298.727146666646,2298.727146666646
2010-03-19,12480.53,45,41,6897,15974.54,10589.83,6297.03,10767.87442857143,3585.550045467771,4844.52,15974.54,10870.34,-0.2187236690383572,10954.977273333305,1525.552726666696,1525.552726666696
2010-03-21,11429.14,51,47,7074,12480.53,7857.02,11448.71,11278.177285714284,3348.5905089776065,4844.52,15974.54,11429.14,-0.0842424159871416,11872.454973333344,-443.3149733333448,443.3149733333448
2010-03-22,13787.14,48,45,8098,11429.14,4844.52,10729.641,12555.694428571427,1859.9707820502647,10703.951,15974.54,12480.53,0.2063147358418919,13852.763066666683,-65.62306666668337,65.62306666668337
2010-03-23,11712.18,56,52,6338,13787.14,10703.951,14283.42,12699.727142857144,1726.9574771325065,10870.34,15974.54,12480.53,-0.1504996685316896,12365.598503333369,-653.4185033333688,653.4185033333688
2010-03-24,14559.28,57,53,8730,11712.18,10870.34,11214.15,13226.718571428572,1636.1302167251342,11429.14,15974.54,12644.22,0.2430888186486204,14191.20963333328,368.0703666667214,368.0703666667214
2010-03-25,18103.8,70,64,10338,14559.28,12644.22,13686.72,14006.65857142857,2423.8401475924647,11429.14,18103.8,13787.14,0.2434543466435152,16970.919983333275,1132.8800166667243,1132.8800166667243
2010-03-26,12016.38,48,46,7120,18103.8,15974.54,7408.69,13441.207142857142,2348.7766537406724,11429.14,18103.8,12480.53,-0.3362509528386305,12013.505506666621,2.8744933333782683,2.8744933333782683
2010-03-28,16048.96,59,56,11461,12016.38,12480.53,9056.761,13950.982857142855,2488.603559359596,11429.14,18103.8,13787.14,0.3355902526384817,15768.439529999969,280.5204700000304,280.5204700000304
2010-03-29,12049.16,46,33,8209,16048.96,11429.14,13538.57,14039.557142857144,2393.0875109066224,11712.18,18103.8,13787.14,-0.2492248718920104,13625.921366666693,-1576.761366666693,1576.761366666693
2010-03-30,16702.49,61,53,10052,12049.16,13787.14,10893.91,14456.035714285714,2587.615478697592,11712.18,18103.8,14559.28,0.3861953862343932,16353.129526666738,349.36047333326314,349.36047333326314
2010-03-31,14743.55,60,53,8575,16702.49,11712.18,10636.601,14889.08857142857,2288.219833469044,12016.38,18103.8,14743.55,-0.1172843091060076,14963.54630333328,-219.9963033332806,219.9963033332806
2010-04-01,17009.31,69,68,10259,14743.55,14559.28,14246.18,15239.092857142856,2413.322200133522,12016.38,18103.8,16048.96,0.1536780490451759,16822.56509999996,186.74490000004153,186.74490000004153
2010-04-06,9498.51,43,40,5346,17009.31,18103.8,7594.441,14009.765714285715,2861.0537745782904,9498.51,17009.31,14743.55,-0.4415699402268522,11131.50104333328,-1632.9910433332807,1632.9910433332807
2010-04-07,12034.78,50,43,7461,9498.51,12016.38,10645.62,14012.394285714288,2858.9247922418926,9498.51,17009.31,14743.55,0.2670176690870462,12440.271736666624,-405.4917366666232,405.4917366666232
2010-04-08,17690.46,72,65,11744,12034.78,16048.96,9921.21,14246.894285714288,3110.1002541764938,9498.51,17690.46,14743.55,0.4699446105371263,15342.02810333331,2348.4318966666888,2348.4318966666888
2010-04-09,7742.66,26,26,5394,17690.46,12049.16,11259.64,13631.679999999998,3934.080766786581,7742.66,17690.46,14743.55,-0.5623256828821862,9839.435946666683,-2096.775946666683,2096.775946666683
2010-04-11,11473.99,41,39,7506,7742.66,16702.49,16863.07,12884.751428571428,3745.717219302735,7742.66,17690.46,12034.78,0.4819183588069216,11888.230673333388,-414.24067333338826,414.24067333338826
2010-04-12,9680.111,34,29,5921,11473.99,14743.55,19250.68,12161.403000000002,3815.196421884421,7742.66,17690.46,11473.99,-0.1563430855351973,11026.569120000013,-1346.458120000012,1346.458120000012
2010-04-13,11432.92,46,42,6471,9680.111,17009.31,11207.94,11364.775857142857,3160.182589472766,7742.66,17690.46,11432.92,0.1810732335610614,11390.917236666633,42.0027633333666,42.0027633333666
2010-04-14,11979.39,36,33,7165,11432.92,9498.51,15895.04,11719.187285714286,3053.3062425014364,7742.66,17690.46,11473.99,0.0477979378846349,12487.374233333343,-507.9842333333436,507.9842333333436
2010-04-15,14300.48,59,55,8750,11979.39,12034.78,12787.35,12042.858714285714,3208.483676723049,7742.66,17690.46,11473.99,0.1937569442183617,13934.009023333312,366.4709766666874,366.4709766666874
2010-04-16,10096.68,32,32,6799,14300.48,17690.46,11615.31,10958.033,2058.336242198935,7742.66,14300.48,11432.92,-0.2939621607106893,10498.87113333336,-402.1911333333592,402.1911333333592
2010-04-18,12949.78,46,40,6336,10096.68,7742.66,12836.15,11701.907285714287,1590.3604637497244,9680.111,14300.48,11473.99,0.2825780355522806,12610.082013333284,339.69798666671704,339.69798666671704
2010-04-19,16034.83,54,38,9604,12949.78,11473.99,10589.83,12353.455857142855,2270.3209244613063,9680.111,16034.83,11979.39,0.2382318464097459,14922.616310000023,1112.2136899999769,1112.2136899999769
2010-04-20,13558.49,55,48,8313,16034.83,9680.111,7857.02,12907.509999999998,1961.4044801281364,10096.68,16034.83,12949.78,-0.1544350641696856,13399.680166666747,158.80983333325275,158.80983333325275
2010-04-21,13534.31,51,46,7396,13558.49,11432.92,4844.52,13207.70857142857,1856.0833989831988,10096.68,16034.83,13534.31,-0.0017833844329272,13664.06730333337,-129.75730333337015,129.75730333337015
2010-04-22,15681.14,67,63,9946,13534.31,11979.39,10703.951,13736.53,1971.5393858438208,10096.68,16034.83,13558.49,0.1586213113191585,14900.083670000022,781.0563299999776,781.0563299999776
2010-04-23,11478.55,50,42,7580,15681.14,14300.48,10870.34,13333.397142857142,2119.930292641062,10096.68,16034.83,13534.31,-0.2680028365284665,12001.286803333298,-522.7368033332987,522.7368033332987
2010-04-25,12520.89,41,40,6772,11478.55,10096.68,12644.22,13679.712857142858,1648.6820317323884,11478.55,16034.83,13534.31,0.0908076368530867,13129.689600000018,-608.7996000000185,608.7996000000185
2010-04-26,15059.35,65,63,8368,12520.89,12949.78,15974.54,13981.08,1685.4156874492735,11478.55,16034.83,13558.49,0.2027379842806702,14726.254306666697,333.09569333330364,333.09569333330364
2010-04-27,17027.96,62,58,11217,15059.35,16034.83,12480.53,14122.955714285714,1913.4804188864905,11478.55,17027.96,13558.49,0.1307234375985682,15848.848299999976,1179.1117000000231,1179.1117000000231
2010-04-28,20338.79,62,56,12188,17027.96,13558.49,11429.14,15091.570000000002,2992.182112444611,11478.55,20338.79,15059.35,0.1944349176295927,18090.531993333356,2248.258006666645,2248.258006666645
2010-04-29,20056.041,73,68,12071,20338.79,13534.31,13787.14,16023.245857142858,3412.32318337918,11478.55,20338.79,15681.14,-0.0139019577860826,17656.968780000083,2399.072219999918,2399.072219999918
2010-04-30,9127.12,33,30,5642,20056.041,15681.14,11712.18,15086.957285714288,4304.392300199693,9127.12,20338.79,15059.35,-0.5449191592697682,10756.70272000005,-1629.5827200000494,1629.5827200000494
2010-05-02,8788.16,38,37,4977,9127.12,11478.55,14559.28,14702.615857142857,4774.707219907516,8788.16,20338.79,15059.35,-0.03713767322003,11129.295970000012,-2341.135970000012,2341.135970000012
2010-05-04,13233.03,42,40,7675,8788.16,12520.89,18103.8,14804.350142857144,4727.830369852218,8788.16,20338.79,15059.35,0.5057793667844008,13071.718276666621,161.31172333337963,161.31172333337963
2010-05-05,13317.8,60,51,8136,13233.03,15059.35,12016.38,14555.557285714283,4757.902220452312,8788.16,20338.79,13317.8,0.0064059402872962,14256.902403333283,-939.1024033332833,939.1024033332833
2010-05-06,19600.35,70,66,12239,13317.8,17027.96,16048.96,14923.041571428572,5069.806812280665,8788.16,20338.79,13317.8,0.4717408280646951,18101.21826666664,1499.1317333333573,1499.1317333333573
2010-05-07,15662.57,48,42,12597,19600.35,20338.79,12049.16,14255.010142857142,4514.981653917351,8788.16,20056.041,13317.8,-0.2009035552936554,14284.935179999959,1377.6348200000411,1377.6348200000411
2010-05-09,15936.32,60,50,9387,15662.57,20056.041,16702.49,13666.478571428572,3852.717957656349,8788.16,19600.35,13317.8,0.0174779745597306,15172.900433333301,763.4195666666983,763.4195666666983
2010-05-10,15138.57,63,59,9234,15936.32,9127.12,14743.55,14525.257142857145,3303.0134336779915,8788.16,19600.35,15138.57,-0.0500586082608782,15029.568939999988,109.00106000001142,109.00106000001142
2010-05-11,15922.76,55,53,11455,15138.57,8788.16,17009.31,15544.485714285713,2130.192827804272,13233.03,19600.35,15662.57,0.0518007975654239,15413.069673333273,509.69032666672683,509.69032666672683
2010-05-12,12357.43,50,47,8631,15922.76,13233.03,9498.51,15419.4,2306.92076360102,12357.43,19600.35,15662.57,-0.2239140701737638,13571.89980666671,-1214.4698066667097,1214.4698066667097
2010-05-13,12986.88,55,52,7533,12357.43,13317.8,12034.78,15372.125714285716,2359.9465898254457,12357.43,19600.35,15662.57,0.0509369666670174,13831.460706666625,-844.5807066666257,844.5807066666257
2010-05-14,7787.52,35,33,4445,12986.88,19600.35,17690.46,13684.57857142857,2975.7280105403406,7787.52,15936.32,15138.57,-0.400354819633353,9447.287466666678,-1659.7674666666771,1659.7674666666771
2010-05-16,10444.64,44,38,5885,7787.52,15662.57,7742.66,12939.16,3050.271930090832,7787.52,15936.32,12986.88,0.3412023339907954,10843.24857000001,-398.60857000001124,398.60857000001124
2010-05-17,12615.48,39,36,8036,10444.64,15936.32,11473.99,12464.754285714283,2749.8887337966835,7787.52,15922.76,12615.48,0.2078424914597343,12175.306766666656,440.1732333333439,440.1732333333439
2010-05-18,12095.77,47,40,6737,12615.48,15138.57,9680.111,12030.06857142857,2484.4692769042144,7787.52,15922.76,12357.43,-0.0411962129066828,11610.03144666667,485.73855333333086,485.73855333333086
2010-05-19,10840.84,51,50,6411,12095.77,15922.76,11432.92,11304.080000000002,1807.7300555945724,7787.52,12986.88,12095.77,-0.1037494925912116,10936.406649999984,-95.56664999998429,95.56664999998429
2010-05-20,17880.82,60,53,10504,10840.84,12357.43,11979.39,12093.135714285714,3092.815009199317,7787.52,17880.82,12095.77,0.6493943273768452,15628.887669999982,2251.932330000018,2251.932330000018
2010-05-21,9804.83,39,34,5369,17880.82,12986.88,14300.48,11638.557142857142,3172.3834503766698,7787.52,17880.82,10840.84,-0.4516565795080985,10620.817286666694,-815.9872866666938,815.9872866666938
2010-05-23,14331.91,47,41,8153,9804.83,7787.52,10096.68,12573.47,2789.5438313339628,9804.83,17880.82,12095.77,0.4617193770825194,14136.318306666693,195.59169333330647,195.59169333330647
2010-05-24,16589.62,64,58,11213,14331.91,10444.64,12949.78,13451.324285714289,2969.076044455915,9804.83,17880.82,12615.48,0.1575302942873628,15910.415673333388,679.2043266666115,679.2043266666115
2010-05-25,14183.83,54,49,8951,16589.62,12615.48,16034.83,13675.374285714284,2954.6295729631934,9804.83,17880.82,14183.83,-0.1450177882314361,14386.345953333363,-202.51595333336263,202.51595333336263
2010-05-26,15929.39,61,58,9923,14183.83,12095.77,13558.49,14223.034285714286,2968.302890322239,9804.83,17880.82,14331.91,0.1230669008300295,15824.027483333328,105.36251666667158,105.36251666667158
2010-05-27,18813.63,81,75,11730,15929.39,10840.84,13534.31,15362.004285714283,2983.803347283813,9804.83,18813.63,15929.39,0.1810640583223841,17651.91671333328,1161.7132866667198,1161.7132866667198
2010-05-28,10630.76,41,38,7260,18813.63,17880.82,15681.14,14326.281428571428,3213.2455431252706,9804.83,18813.63,14331.91,-0.4349437083646271,12094.527256666614,-1463.7672566666133,1463.7672566666133
2010-05-30,6516.97,30,29,4284,10630.76,9804.83,11478.55,13856.587142857144,4101.7722680922425,6516.97,18813.63,14331.91,-0.3869704517833155,9775.464503333369,-3258.494503333369,3258.494503333369
2010-06-01,9582.27,33,30,5926,6516.97,14331.91,12520.89,13178.067142857142,4392.576008110033,6516.97,18813.63,14183.83,0.4703566227863562,10548.459366666686,-966.1893666666856,966.1893666666856
2010-06-02,6660.34,37,33,4805,9582.27,16589.62,15059.35,11759.598571428573,4699.752591305307,6516.97,18813.63,10630.76,-0.3049308775478044,8256.306800000011,-1595.966800000011,1595.966800000011
2010-06-03,14052.06,58,49,9588,6660.34,14183.83,17027.96,11740.774285714286,4688.675140217674,6516.97,18813.63,10630.76,1.1098112108390863,11977.110800000028,2074.949199999972,2074.949199999972
2010-06-04,5679.18,28,26,3461,14052.06,15929.39,20338.79,10276.45857142857,4762.543569842436,5679.18,18813.63,9582.27,-0.5958471569293042,7415.748943333329,-1736.5689433333291,1736.5689433333291
2010-06-06,20241.31,67,62,12023,5679.18,18813.63,20056.041,10480.412857142856,5199.594760907533,5679.18,20241.31,9582.27,2.564125454731141,15998.329133333325,4242.980866666676,4242.980866666676
2010-06-07,21022.42,87,75,13443,20241.31,10630.76,9127.12,11964.935714285715,6556.159541593583,5679.18,21022.42,9582.27,0.0385898936383071,18102.569139999963,2919.850860000035,2919.850860000035
2010-06-08,14471.48,59,53,8660,21022.42,6516.97,8788.16,13101.294285714286,6130.016664212965,5679.18,21022.42,14052.06,-0.311616835740129,14783.781620000002,-312.301620000002,312.301620000002
2010-06-09,13895.3,54,52,9667,14471.48,9582.27,13233.03,13717.44142857143,5930.880736457365,5679.18,21022.42,14052.06,-0.0398148634417488,14084.31990333329,-189.01990333329013,189.01990333329013
2010-06-10,12052.96,59,54,6891,13895.3,6660.34,13317.8,14487.815714285713,5161.807821761227,5679.18,21022.42,14052.06,-0.1325872777126077,13413.036643333307,-1360.0766433333083,1360.0766433333083
2010-06-11,15795.8,65,57,12107,12052.96,14052.06,19600.35,14736.921428571428,5179.31984247106,5679.18,21022.42,14471.48,0.3105328483625598,15614.754836666614,181.04516333338506,181.04516333338506
2010-06-13,13753.37,67,60,8138,15795.8,5679.18,15662.57,15890.377142857144,3429.373052900101,12052.96,21022.42,14471.48,-0.12930209296142,14346.880113333393,-593.5101133333919,593.5101133333919
2010-06-14,13177.68,43,41,9397,13753.37,20241.31,15936.32,14881.287142857143,2940.0642816255986,12052.96,21022.42,13895.3,-0.0418581045954555,13970.20966666672,-792.52966666672,792.52966666672
2010-06-15,12877.95,42,38,9146,13177.68,21022.42,15138.57,13717.791428571429,1203.3050928786645,12052.96,15795.8,13753.37,-0.0227452783798057,13132.49300000005,-254.54300000004878,254.54300000004878
2010-06-16,17465.14,66,59,11978,12877.95,14471.48,15922.76,14145.457142857142,1865.562827948697,12052.96,17465.14,13753.37,0.3562049860420329,16494.894799999995,970.2452000000048,970.2452000000048
2010-06-17,17427.84,64,58,10895,17465.14,13895.3,12357.43,14650.105714285712,2229.002592729625,12052.96,17465.14,13753.37,-0.002135682851669,16158.17556666662,1269.6644333333807,1269.6644333333807
2010-06-18,9253.02,43,40,5710,17427.84,12052.96,12986.88,14250.114285714286,2917.5940914839475,9253.02,17465.14,13753.37,-0.469066734603944,11923.765010000008,-2670.745010000008,2670.745010000008
2010-06-20,4122.92,24,24,2271,9253.02,15795.8,7787.52,12582.56,4686.503501165171,4122.92,17465.14,13177.68,-0.5544243933332036,6948.704433333325,-2825.784433333325,2825.784433333325
2010-06-21,14730.37,41,38,8925,4122.92,13753.37,10444.64,12722.131428571429,4741.4101427895575,4122.92,17465.14,13177.68,2.57280034538628,12667.505833333385,2062.8641666666153,2062.8641666666153
2010-06-22,9222.97,38,33,5237,14730.37,13177.68,12615.48,12157.172857142858,4910.671708010746,4122.92,17465.14,12877.95,-0.3738806289319277,9949.580043333368,-726.6100433333686,726.6100433333686
2010-06-23,11224.8,50,45,7767,9222.97,12877.95,12095.77,11921.00857142857,4909.982420356952,4122.92,17465.14,11224.8,0.217048304396523,10918.328239999966,306.4717600000331,306.4717600000331
2010-06-24,11184.05,42,38,6943,11224.8,17465.14,10840.84,11023.71,4258.663048500862,4122.92,17427.84,11184.05,-0.0036303542156652,11257.474899999967,-73.42489999996724,73.42489999996724
2010-06-25,9028.31,36,33,4954,11184.05,17427.84,17880.82,9823.777142857143,3206.949065065384,4122.92,14730.37,9253.02,-0.1927512841949025,9308.183236666695,-279.87323666669545,279.87323666669545
2010-06-27,10682.11,53,50,6184,9028.31,9253.02,9804.83,10027.932857142858,3210.045392289193,4122.92,14730.37,10682.11,0.1831793547186573,10424.666239999991,257.4437600000092,257.4437600000092
2010-06-28,16998.27,58,57,11206,10682.11,4122.92,14331.91,11867.268571428573,2939.9739362928003,9028.31,16998.27,11184.05,0.5912839317325884,15400.911073333315,1597.3589266666859,1597.3589266666859
2010-06-29,17065.5,57,48,9871,16998.27,14730.37,16589.62,12200.858571428573,3413.3552567936727,9028.31,17065.5,11184.05,0.0039551083727931,14879.426913333327,2186.0730866666727,2186.0730866666727
