StockCode,Description,TotalRevenue,QuantitySold,InvoiceCount,CustomerCount,AveragePrice,PopularityScore,AverageDailyDemand,SafetyStock,RecommendedStock,InventoryStatus,PriorityScore,PriorityRank
85099F,JUMBO BAG STRAWBERRY,21183.77,10672,1308,515,1.990849128127369,673620,17.66887417218543,3.533774834437086,533.5999999999999,Restock Immediately,13896.485,21
20726,LUNCH BAG WOODLAND,19920.26,12066,1503,572,1.6578688524590164,859716,19.97682119205298,3.9953642384105965,603.3000000000001,Restock Immediately,13694.329999999998,22
22138,BAKING SET 9 PIECE RETROSPOT ,24034.94,4850,1571,1074,4.960056890012642,1687254,8.02980132450331,1.6059602649006621,242.49999999999997,Monitor,13687.269999999999,23
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,21887.9,7410,1339,805,2.9582199710564403,1077895,12.2682119205298,2.4536423841059603,370.49999999999994,Restock Immediately,13327.95,24
82482,WOODEN PICTURE FRAME WHITE FINISH,20991.66,8188,1509,582,2.596762967826658,878238,13.556291390728477,2.7112582781456958,409.4,Restock Immediately,13068.63,25
85099C,JUMBO  BAG BAROQUE BLACK WHITE,19876.95,10042,1266,472,1.9856674473067917,597552,16.625827814569536,3.3251655629139076,502.1,Restock Immediately,13045.475,26
22178,VICTORIAN GLASS HANGING T-LIGHT,17700.97,13360,1179,549,1.3511813643926789,647271,22.119205298013245,4.423841059602649,668.0,Restock Immediately,12968.285,27
21733,RED HANGING HEART T-LIGHT HOLDER,21088.78,7186,1420,683,2.9551933701657456,969860,11.897350993377483,2.3794701986754965,359.3,Restock Immediately,12836.789999999999,28
20725,LUNCH BAG RED RETROSPOT,18582.0,11224,1396,587,1.6669611307420495,819452,18.582781456953644,3.716556291390729,561.2,Restock Immediately,12775.6,29
21755,LOVE BUILDING BLOCK WORD,22781.210000000003,3812,1379,642,5.982042857142858,885318,6.311258278145695,1.2622516556291392,190.6,Monitor,12662.605000000001,30
21212,PACK OF 72 RETRO SPOT CAKE CASES,11740.47,21369,1034,602,0.5497540208136235,622468,35.379139072847686,7.0758278145695375,1068.45,Restock Immediately,12401.335,31
84978,HANGING HEART JAR T-LIGHT HOLDER,16371.12,13662,1031,519,1.2363349282296652,535089,22.619205298013245,4.523841059602649,683.1,Restock Immediately,12387.96,32
POST,POSTAGE,23738.67,1279,878,272,19.25930523917995,238816,2.1175496688741724,0.4235099337748345,63.95,Sufficient,12307.435,33
21212,PACK OF 72 RETROSPOT CAKE CASES,11585.8,21105,1246,745,0.5550314465408805,928270,34.94205298013245,6.98841059602649,1055.2500000000002,Restock Immediately,12273.4,34
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,12164.99,18743,989,502,0.6516450648055833,496478,31.031456953642383,6.206291390728477,937.15,Restock Immediately,11805.795,35
21181,PLEASE ONE PERSON METAL SIGN,17828.100000000002,8495,1176,536,2.098781512605042,630336,14.064569536423841,2.812913907284768,424.75,Restock Immediately,11569.750000000002,36
21731,RED TOADSTOOL LED NIGHT LIGHT,16714.260000000002,10106,914,400,1.6623440860215053,365600,16.7317880794702,3.34635761589404,505.3,Restock Immediately,11468.93,37
84836,ZINC METAL HEART DECORATION,15062.23,12056,1165,647,1.2524117647058823,753755,19.960264900662253,3.992052980132451,602.8000000000001,Restock Immediately,11277.314999999999,38
84970S,HANGING HEART ZINC T-LIGHT HOLDER,13080.179999999998,15387,1071,598,0.8576830398517145,640458,25.475165562913908,5.095033112582782,769.35,Restock Immediately,11275.789999999999,39
22492,MINI PAINT SET VINTAGE ,11566.89,17829,502,327,0.6564143426294822,164154,29.5182119205298,5.903642384105961,891.45,Restock Immediately,11197.545,40
21175,GIN + TONIC DIET METAL SIGN,17574.780000000002,7663,1233,524,2.280940514469453,646092,12.687086092715232,2.5374172185430464,383.15000000000003,Restock Immediately,11191.09,41
21790,VINTAGE SNAP CARDS,12873.96,15066,1395,777,0.8554052149400986,1083915,24.943708609271525,4.988741721854305,753.3000000000001,Restock Immediately,11112.179999999998,42
20972,PINK CREAM FELT CRAFT TRINKET BOX ,14118.72,11250,1146,555,1.2632327586206895,636030,18.625827814569536,3.7251655629139075,562.5,Restock Immediately,10545.36,43
21929,JUMBO BAG PINK VINTAGE PAISLEY,15960.97,8011,1083,483,2.0088817598533457,523089,13.263245033112582,2.6526490066225166,400.55,Restock Immediately,10480.385,44
22111,SCOTTIE DOG HOT WATER BOTTLE,18214.65,3681,1240,663,4.948883572567784,822120,6.094370860927152,1.2188741721854306,184.04999999999998,Monitor,10344.225,45
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,16793.270000000004,5693,1000,426,2.956837944664032,426000,9.425496688741722,1.8850993377483445,284.65,Monitor,10189.735000000002,46
22386,JUMBO BAG PINK POLKADOT,15405.16,7592,927,406,2.0332659574468086,376362,12.56953642384106,2.5139072847682122,379.59999999999997,Restock Immediately,10061.380000000001,47
22112,CHOCOLATE HOT WATER BOTTLE,17728.34,3582,1171,583,4.953153456998314,682693,5.930463576158941,1.1860927152317882,179.1,Monitor,10055.37,48
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,16239.620000000004,5478,991,624,2.9782868525896418,618384,9.06953642384106,1.813907284768212,273.9,Monitor,9888.010000000002,49
22556,PLASTERS IN TIN CIRCUS PARADE ,14090.36,8540,1055,584,1.6557302325581391,616120,14.139072847682119,2.827814569536424,427.0,Restock Immediately,9723.98,50
22551,PLASTERS IN TIN SPACEBOY,14069.55,8515,1096,605,1.6572072072072073,663080,14.097682119205299,2.81953642384106,425.75,Restock Immediately,9710.275,51
21213,PACK OF 72 SKULL CAKE CASES,9146.86,16642,1059,515,0.5498795180722892,545385,27.55298013245033,5.510596026490067,832.0999999999999,Restock Immediately,9669.029999999999,52
20725,LUNCH BAG RED SPOTTY,14003.55,8519,948,478,1.6437369519832985,453144,14.10430463576159,2.820860927152318,425.95,Restock Immediately,9653.074999999999,53
21231,SWEETHEART CERAMIC TRINKET BOX,12700.97,10076,1058,474,1.26271719038817,501492,16.68211920529801,3.3364238410596023,503.79999999999995,Restock Immediately,9468.085,54
22294,HEART FILIGREE DOVE  SMALL,12562.2,10068,648,399,1.2485946745562129,258552,16.66887417218543,3.333774834437086,503.3999999999999,Restock Immediately,9381.3,55
22961,JAM MAKING SET PRINTED,13080.82,8962,835,536,1.4739140811455846,447560,14.83774834437086,2.967549668874172,448.1,Restock Immediately,9336.210000000001,56
22554,PLASTERS IN TIN WOODLAND ANIMALS,13401.28,8120,1048,579,1.6530885122410546,606792,13.443708609271523,2.6887417218543046,406.0,Restock Immediately,9252.439999999999,57
22114,HOT WATER BOTTLE TEA AND SYMPATHY,15867.77,3917,1102,587,4.070071877807727,646874,6.485099337748345,1.2970198675496691,195.85,Monitor,9226.385,58
22629,SPACEBOY LUNCH BOX ,13947.99,7179,948,445,1.9540041710114704,421860,11.885761589403973,2.3771523178807947,358.95,Restock Immediately,9216.695,59
22383,LUNCH BAG SUKI  DESIGN ,13217.0,8020,988,445,1.6490069513406156,439660,13.278145695364238,2.6556291390728477,401.0,Restock Immediately,9103.5,60
22666,RECIPE BOX PANTRY YELLOW DESIGN,14886.47,5021,1197,679,2.9744756399669696,812763,8.312913907284768,1.6625827814569538,251.05,Monitor,9085.335,61
72741,GRAND CHOCOLATECANDLE,12584.4,8736,723,466,1.4417355371900826,336918,14.463576158940397,2.8927152317880793,436.8,Restock Immediately,9006.2,62
84992,72 SWEETHEART FAIRY CAKE CASES,8433.67,15336,1098,601,0.5554705364995602,659898,25.39072847682119,5.078145695364238,766.8,Restock Immediately,8937.835000000001,63
82486,WOOD S/3 CABINET ANT WHITE FINISH,16501.15,2077,823,303,8.091317365269461,249369,3.4387417218543046,0.687748344370861,103.85,Monitor,8934.275000000001,64
85152,HAND OVER THE CHOCOLATE   SIGN ,13750.79,6530,1133,466,2.110043668122271,527978,10.811258278145695,2.1622516556291393,326.5,Restock Immediately,8927.595000000001,65
22699,ROSES REGENCY TEACUP AND SAUCER ,14642.950000000004,4957,896,482,2.9759471365638768,431872,8.206953642384105,1.6413907284768212,247.84999999999997,Monitor,8904.975000000002,66
22189,CREAM HEART CARD HOLDER,15215.02,3892,976,505,3.937319062181448,492880,6.443708609271523,1.2887417218543047,194.6,Monitor,8876.11,67
71459,HANGING JAM JAR T-LIGHT HOLDER,10278.59,12131,695,388,0.8483213773314203,269660,20.084437086092716,4.016887417218544,606.5500000000001,Restock Immediately,8856.195,68
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,15494.73,3123,1044,608,4.981219047619048,634752,5.170529801324503,1.0341059602649005,156.14999999999998,Monitor,8805.865,69
22139,RETROSPOT TEA SET CERAMIC 11 PC ,15481.71,3117,1007,614,4.97308300395257,618298,5.160596026490066,1.0321192052980133,155.85,Monitor,8798.755,70
21975,PACK OF 60 DINOSAUR CAKE CASES,8275.13,15017,1062,533,0.5569577205882353,566046,24.862582781456954,4.972516556291391,750.8499999999999,Restock Immediately,8749.265,71
21166,COOK WITH WINE METAL SIGN ,13308.14,6672,1069,460,1.996873840445269,491740,11.04635761589404,2.209271523178808,333.6,Restock Immediately,8747.67,72
82483,WOOD 2 DRAWER CABINET WHITE FINISH,15765.23,2583,912,345,6.27614549402823,314640,4.276490066225166,0.8552980132450332,129.15,Monitor,8726.515,73
22624,IVORY KITCHEN SCALES,16058.49,1878,989,562,8.571333333333333,555818,3.109271523178808,0.6218543046357616,93.9,Sufficient,8705.045,74
20712,JUMBO BAG WOODLAND ANIMALS,13263.06,6647,825,370,2.0082874251497005,305250,11.004966887417218,2.2009933774834436,332.34999999999997,Restock Immediately,8699.63,75
22385,JUMBO BAG SPACEBOY DESIGN,13234.45,6653,887,394,2.001781737193764,349478,11.014900662251655,2.2029801324503313,332.65,Restock Immediately,8691.925,76
22384,LUNCH BAG PINK POLKADOT,12588.7,7622,1050,499,1.6569859154929576,523950,12.619205298013245,2.523841059602649,381.1,Restock Immediately,8680.75,77
21791,VINTAGE HEADS AND TAILS CARD GAME ,11487.37,9153,992,626,1.2630029732408323,620992,15.153973509933774,3.030794701986755,457.65,Restock Immediately,8614.785000000002,78
22727,ALARM CLOCK BAKELIKE RED ,14651.25,3896,1021,460,3.769729990356799,469660,6.450331125827814,1.290066225165563,194.79999999999998,Monitor,8586.425,79
22197,SMALL POPCORN HOLDER,9930.8,11746,918,415,0.8484754797441365,380970,19.44701986754967,3.889403973509934,587.3000000000001,Restock Immediately,8572.199999999999,80
21930,JUMBO STORAGE BAG SKULLS,13048.08,6565,932,372,1.993033826638478,346704,10.869205298013245,2.173841059602649,328.25,Restock Immediately,8567.94,81
22149,FELTCRAFT 6 FLOWER FRIENDS,13124.39,6240,1111,655,2.106713656387665,727705,10.331125827814569,2.066225165562914,312.0,Restock Immediately,8565.195,82
22561,WOODEN SCHOOL COLOURING SET,12324.72,7468,793,537,1.6558199753390874,425841,12.364238410596027,2.4728476821192054,373.40000000000003,Restock Immediately,8510.16,83
21621,VINTAGE UNION JACK BUNTING,15647.08,1840,831,501,8.508448687350835,416331,3.0463576158940397,0.609271523178808,92.0,Sufficient,8475.740000000002,84
22585,PACK OF 6 BIRDY GIFT TAGS,11232.6,8981,871,590,1.2562376237623762,513890,14.869205298013245,2.973841059602649,449.05,Restock Immediately,8428.6,85
20713,JUMBO BAG OWLS,12756.07,6436,811,356,1.996121951219512,288716,10.655629139072847,2.1311258278145693,321.79999999999995,Restock Immediately,8380.035,86
22297,HEART IVORY TRELLIS SMALL,11091.16,8880,605,381,1.2529695024077048,230505,14.701986754966887,2.9403973509933774,443.99999999999994,Restock Immediately,8285.78,87
21136,PAINTED METAL PEARS ASSORTED,12065.75,7135,674,436,1.6913929618768329,293864,11.812913907284768,2.3625827814569536,356.75,Restock Immediately,8260.575,88
22865,HAND WARMER OWL DESIGN,12684.43,6031,919,535,2.114511434511434,491665,9.985099337748345,1.997019867549669,301.55,Restock Immediately,8258.515,89
23298,SPOTTY BUNTING,14543.1,2938,820,523,4.95,428860,4.864238410596027,0.9728476821192054,146.9,Monitor,8257.55,90
82484,WOOD BLACK BOARD ANT WHITE FINISH,14961.36,2124,820,418,7.1443414634146345,342760,3.5165562913907285,0.7033112582781458,106.2,Monitor,8201.48,91
20971,PINK BLUE FELT CRAFT TRINKET BOX,10939.54,8752,943,482,1.262108559498956,454526,14.490066225165563,2.8980132450331126,437.6,Restock Immediately,8191.77,92
22630,DOLLY GIRL LUNCH BOX,12347.44,6336,878,410,1.965762331838565,359980,10.490066225165563,2.098013245033113,316.8,Restock Immediately,8156.52,93
85066,CREAM SWEETHEART MINI CHEST,15397.86,1207,669,423,12.76549107142857,282987,1.9983443708609272,0.39966887417218544,60.35,Sufficient,8145.630000000001,94
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,13399.690000000002,4547,870,390,2.951867881548975,339300,7.5281456953642385,1.5056291390728478,227.35,Monitor,8141.9450000000015,95
21915,RED  HARMONICA IN BOX ,10732.43,8527,774,445,1.263948717948718,344430,14.117549668874172,2.823509933774835,426.35,Restock Immediately,8013.3150000000005,96
22296,HEART IVORY TRELLIS LARGE,11619.88,7052,716,423,1.6528260869565217,302868,11.675496688741722,2.3350993377483444,352.59999999999997,Restock Immediately,8010.139999999999,97
22151,PLACE SETTING WHITE HEART,6534.33,15532,613,358,0.4257527733755942,219454,25.71523178807947,5.143046357615894,776.6,Restock Immediately,7998.365,98
23202,JUMBO BAG VINTAGE LEAF,12287.65,5915,718,360,2.094910344827586,258480,9.793046357615895,1.958609271523179,295.75,Monitor,7990.325,99
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,9709.05,10005,766,455,0.9794300518134716,348530,16.564569536423843,3.3129139072847686,500.25000000000006,Restock Immediately,7947.025,100
22960,JAM MAKING SET WITH JARS,13664.88,3196,691,494,4.300375722543353,341354,5.291390728476821,1.0582781456953643,159.79999999999998,Monitor,7890.04,101
22952,60 CAKE CASES VINTAGE CHRISTMAS,7427.009999999999,13515,746,498,0.5498311688311689,371508,22.375827814569536,4.475165562913907,675.75,Restock Immediately,7867.605,102
20719,WOODLAND CHARLOTTE BAG,9047.74,10777,989,357,0.8497392176529588,353073,17.84271523178808,3.5685430463576164,538.85,Restock Immediately,7828.369999999999,103
22558,CLOTHES PEGS RETROSPOT PACK 24 ,10923.68,7536,924,522,1.4782012847965738,482328,12.47682119205298,2.4953642384105965,376.80000000000007,Restock Immediately,7827.039999999999,104
22697,GREEN REGENCY TEACUP AND SAUCER,12851.240000000002,4340,808,441,2.984278728606357,356328,7.185430463576159,1.4370860927152318,217.0,Monitor,7815.820000000001,105
23206,LUNCH BAG APPLE DESIGN,11183.0,6780,807,386,1.6497557997557997,311502,11.225165562913908,2.2450331125827816,339.00000000000006,Restock Immediately,7702.7,106
22726,ALARM CLOCK BAKELIKE GREEN,13141.5,3482,918,396,3.785204741379311,363528,5.764900662251655,1.152980132450331,174.1,Monitor,7694.55,107
22379,RECYCLING BAG RETROSPOT ,11836.28,5644,921,404,2.113193548387097,372084,9.344370860927153,1.8688741721854307,282.20000000000005,Monitor,7692.14,108
23201,JUMBO BAG ALPHABET,11706.52,5669,683,380,2.076244541484716,259540,9.385761589403973,1.8771523178807947,283.45,Monitor,7629.96,109
22560,TRADITIONAL MODELLING CLAY,10083.48,8023,583,398,1.2740840336134454,232034,13.283112582781458,2.6566225165562916,401.15000000000003,Restock Immediately,7528.24,110
22147,FELTCRAFT BUTTERFLY HEARTS,10483.2,7232,965,564,1.459402390438247,544260,11.973509933774835,2.394701986754967,361.6,Restock Immediately,7524.000000000001,111
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12337.88,4172,913,420,2.9739914163090133,383460,6.9072847682119205,1.3814569536423842,208.6,Monitor,7504.539999999999,112
22969,HOMEMADE JAM SCENTED CANDLES,10486.0,7232,534,448,1.4561423220973782,239232,11.973509933774835,2.394701986754967,361.6,Restock Immediately,7502.200000000001,113
21843,RED RETROSPOT CAKE STAND,13990.05,1279,764,445,10.94346405228758,339980,2.1175496688741724,0.4235099337748345,63.95,Sufficient,7467.724999999999,114
84692,BOX OF 24 COCKTAIL PARASOLS,6044.39,14549,713,348,0.4246027397260273,248124,24.087748344370862,4.817549668874173,727.45,Restock Immediately,7456.495000000001,115
84946,ANTIQUE SILVER TEA GLASS ETCHED,9950.0,7960,653,381,1.25,248793,13.178807947019868,2.6357615894039736,398.0,Restock Immediately,7439.2,116
82600,NO SINGING METAL SIGN,11395.8,5446,866,366,2.0951605504587154,316956,9.016556291390728,1.8033112582781456,272.3,Monitor,7404.9,117
15036,ASSORTED COLOURS SILK FAN,8222.2,10630,542,281,0.7751749539594843,152302,17.59933774834437,3.5198675496688745,531.5,Restock Immediately,7356.3,118
21914,BLUE HARMONICA IN BOX ,9748.73,7731,756,431,1.269960988296489,325836,12.799668874172186,2.5599337748344375,386.55,Restock Immediately,7279.864999999999,119
22835,HOT WATER BOTTLE I AM SO POORLY,12728.53,2665,724,423,4.8027922971114165,306252,4.412251655629139,0.8824503311258278,133.25,Monitor,7248.365000000001,120
22557,PLASTERS IN TIN VINTAGE PAISLEY ,10433.89,6293,960,571,1.666396761133603,548160,10.418874172185431,2.083774834437086,314.65,Restock Immediately,7219.044999999999,121
22383,LUNCH BAG SUKI DESIGN ,10473.4,6340,852,387,1.6585813148788928,329724,10.496688741721854,2.099337748344371,317.0,Restock Immediately,7216.099999999999,122
84270,ASSTD DESIGN BUBBLE GUM RING,3673.5,17550,378,246,0.2094708994708994,92988,29.056291390728475,5.811258278145695,877.5,Restock Immediately,7150.95,123
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8302.67,9749,515,328,0.8547126436781609,168920,16.14072847682119,3.2281456953642387,487.45,Restock Immediately,7141.635,124
84378,SET OF 3 HEART COOKIE CUTTERS,9575.04,7451,906,589,1.2943090315560393,533634,12.336092715231787,2.4672185430463576,372.55,Restock Immediately,7140.62,125
22113,GREY HEART HOT WATER BOTTLE,12182.85,3170,813,462,3.8899881093935793,375606,5.248344370860927,1.0496688741721856,158.5,Monitor,7134.825,126
22555,PLASTERS IN TIN STRONGMAN,10297.04,6244,816,508,1.6514957780458384,414528,10.33774834437086,2.067549668874172,312.2,Restock Immediately,7123.320000000001,127
22417,PACK OF 60 SPACEBOY CAKE CASES,6608.69,12011,860,508,0.5538251986379115,436880,19.885761589403973,3.977152317880795,600.5500000000001,Restock Immediately,7009.245,128
22386,JUMBO BAG PINK WITH WHITE SPOTS,10561.2,5434,628,334,1.9478322784810127,209752,8.996688741721854,1.7993377483443709,271.7,Monitor,6977.6,129
22866,HAND WARMER SCOTTY DOG DESIGN,10688.1,5091,819,507,2.0997106481481485,415233,8.428807947019868,1.6857615894039737,254.55,Monitor,6972.75,130
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8023.24,9448,850,567,0.84976,481950,15.642384105960264,3.128476821192053,472.4,Restock Immediately,6959.42,131
22418,10 COLOUR SPACEBOY PEN,8061.059999999999,9468,454,325,0.8636244541484716,147550,15.675496688741722,3.1350993377483447,473.4,Restock Immediately,6935.929999999999,132
23199,JUMBO BAG APPLES,10613.8,5110,634,319,2.088953125,202246,8.460264900662251,1.6920529801324502,255.49999999999997,Monitor,6903.7,133
23245,SET OF 3 REGENCY CAKE TINS,12033.34,2418,632,437,5.014377952755906,276184,4.003311258278146,0.8006622516556292,120.89999999999999,Monitor,6829.469999999999,134
21390,FILIGRIS HEART WITH BUTTERFLY,9134.54,7322,455,272,1.2556900212314224,123760,12.12251655629139,2.4245033112582783,366.09999999999997,Restock Immediately,6818.27,135
21985,PACK OF 12 HEARTS DESIGN TISSUES ,4489.58,14880,725,490,0.3117774762550881,355250,24.635761589403973,4.927152317880795,744.0,Restock Immediately,6806.79,136
23203,JUMBO BAG VINTAGE DOILY ,10456.6,5030,565,337,2.079493006993007,190405,8.327814569536423,1.6655629139072847,251.49999999999997,Monitor,6804.7,137
22621,TRADITIONAL KNITTING NANCY,9717.42,6154,681,490,1.5904584527220629,333690,10.188741721854305,2.037748344370861,307.7,Restock Immediately,6802.91,138
22867,HAND WARMER BIRD DESIGN,10426.93,4956,792,498,2.112029161603888,394416,8.205298013245033,1.6410596026490065,247.79999999999998,Monitor,6799.865000000001,139
22487,WHITE WOOD GARDEN PLANT LADDER,12539.96,1317,787,606,9.780747782002534,476922,2.1804635761589406,0.43609271523178816,65.85000000000001,Sufficient,6786.28,140
22295,HEART FILIGREE DOVE LARGE,9770.07,5927,593,377,1.6564262295081966,223561,9.812913907284768,1.9625827814569536,296.34999999999997,Monitor,6738.535,141
22993,SET OF 4 PANTRY JELLY MOULDS,8999.94,7173,808,421,1.2669987849331714,340168,11.875827814569536,2.3751655629139075,358.65000000000003,Restock Immediately,6736.070000000001,142
22617,BAKING SET SPACEBOY DESIGN,11778.38,2368,819,578,4.9970060606060605,473382,3.9205298013245033,0.7841059602649008,118.39999999999999,Monitor,6715.19,143
22553,PLASTERS IN TIN SKULLS,9619.65,5833,886,502,1.6497782705099775,444772,9.657284768211921,1.9314569536423845,291.65000000000003,Monitor,6660.124999999999,144
22662,LUNCH BAG DOLLY GIRL DESIGN,9585.69,5805,830,411,1.65884661117717,341130,9.610927152317881,1.9221854304635764,290.25,Monitor,6616.545,145
21174,POTTERING IN THE SHED METAL SIGN,10045.51,5019,786,392,2.000276035131744,308112,8.309602649006623,1.6619205298013247,250.95000000000002,Monitor,6606.855,146
21889,WOODEN BOX OF DOMINOES,8781.85,6976,822,575,1.2670595238095237,472650,11.549668874172186,2.309933774834437,348.8,Restock Immediately,6598.725,147
85150,LADIES & GENTLEMEN METAL SIGN,10500.0,4124,802,357,2.547769516728624,286314,6.827814569536423,1.3655629139072847,206.2,Monitor,6558.599999999999,148
22355,CHARLOTTE BAG SUKI DESIGN,7509.25,8891,891,334,0.8550668151447661,297594,14.72019867549669,2.944039735099338,444.55,Restock Immediately,6488.724999999999,149
15056N,EDWARDIAN PARASOL NATURAL,11633.96,2007,650,306,5.880583717357911,198900,3.3228476821192054,0.6645695364238411,100.35000000000001,Monitor,6480.28,150
20723,STRAWBERRY CHARLOTTE BAG,7501.4,8868,932,345,0.8566382978723405,321540,14.682119205298013,2.936423841059603,443.4,Restock Immediately,6480.1,151
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10634.000000000002,3608,667,334,2.9488217967599413,222778,5.973509933774834,1.1947019867549669,180.4,Monitor,6466.200000000001,152
22464,HANGING METAL HEART LANTERN,9286.38,5762,619,385,1.6285691573926866,238315,9.539735099337749,1.9079470198675499,288.1,Monitor,6448.789999999999,153
22029,SPACEBOY BIRTHDAY CARD,5135.42,12574,788,404,0.4196080910240202,318352,20.81788079470199,4.163576158940398,628.7,Restock Immediately,6420.71,154
21497,FANCY FONTS BIRTHDAY WRAP,5212.5,12425,470,327,0.4194893617021276,153690,20.571192052980134,4.114238410596027,621.2500000000001,Restock Immediately,6399.15,155
22384,LUNCH BAG PINK RETROSPOT,9263.7,5618,685,364,1.6494277539341915,249340,9.301324503311259,1.8602649006622518,280.9,Monitor,6390.05,156
22698,PINK REGENCY TEACUP AND SAUCER,10384.89,3515,646,374,2.9781230769230773,241604,5.819536423841059,1.163907284768212,175.75,Monitor,6321.745,157
20711,JUMBO BAG TOYS ,9548.28,4876,618,313,1.9766505636070848,193434,8.072847682119205,1.614569536423841,243.79999999999998,Monitor,6299.540000000001,158
22444,GROW YOUR OWN PLANT IN A CAN ,8435.44,6752,298,235,1.2493645484949834,70030,11.178807947019868,2.2357615894039737,337.6,Restock Immediately,6290.32,159
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5458.74,11458,716,510,0.5786137281292059,365160,18.97019867549669,3.794039735099338,572.9,Restock Immediately,6268.77,160
79321,CHILLI LIGHTS,11168.75,2110,595,254,5.370569514237856,151130,3.493377483443709,0.6986754966887418,105.5,Monitor,6268.175,161
22082,RIBBON REEL STRIPES DESIGN ,9039.78,5458,800,506,1.6637728937728935,404800,9.036423841059603,1.8072847682119209,272.9,Monitor,6258.49,162
84029E,RED WOOLLY HOTTIE WHITE HEART.,10658.16,2770,775,463,3.876352040816327,358825,4.586092715231788,0.9172185430463577,138.5,Monitor,6252.68,163
