CustomerID,Recency,Frequency,Monetary
12463.0,53,4,1344.78
12464.0,10,8,317.5
12465.0,17,2,742.19
12467.0,423,1,132.8
12468.0,188,5,2350.98
12469.0,523,1,1113.7
12470.0,690,1,211.95
12471.0,2,73,18780.55
12472.0,32,19,13008.630000000001
12473.0,29,5,2569.0
12474.0,17,29,11318.29
12475.0,54,2,1047.94
12476.0,16,18,9007.85
12477.0,23,9,8339.1
12478.0,4,1,545.99
12479.0,11,1,473.2
12480.0,28,7,3926.9
12481.0,23,14,6875.44
12482.0,654,4,201.92000000000002
12483.0,17,18,2614.34
12484.0,35,9,5188.22
12485.0,529,1,525.1
12486.0,432,1,917.28
12488.0,10,3,884.84
12489.0,336,1,334.93
12490.0,5,20,8161.5
12491.0,39,1,413.6
12492.0,63,3,643.21
12493.0,166,2,433.74
12494.0,16,9,1761.27
12495.0,641,1,277.4
12496.0,620,2,45.34
12497.0,82,3,282.24
12498.0,21,3,403.70000000000005
12499.0,560,1,393.72
12500.0,23,18,1551.63
12501.0,337,1,2025.39
12502.0,96,5,2285.87
12504.0,18,4,284.05
12505.0,409,1,787.2
12506.0,233,1,73.5
12507.0,134,3,707.01
12508.0,26,2,397.88
12509.0,284,1,77.5
12510.0,143,7,2201.91
12511.0,429,1,2995.2200000000003
12512.0,66,2,132.18
12513.0,113,1,558.29
12514.0,267,2,1436.18
12515.0,353,1,278.7
12516.0,78,4,1263.34
12517.0,28,4,2337.6
12518.0,1,5,1852.83
12519.0,64,2,662.54
12520.0,79,5,2300.54
12521.0,143,1,545.68
12522.0,39,2,192.72
12523.0,19,23,4217.8
12524.0,9,12,2891.63
12525.0,498,3,883.73
12526.0,1,3,1244.66
12527.0,82,4,429.71
12528.0,9,6,1552.33
12529.0,528,1,316.48
12530.0,60,9,2860.18
12531.0,15,2,1771.2
12532.0,30,1,304.83000000000004
12533.0,628,2,1215.3400000000001
12534.0,131,1,981.18
12535.0,92,2,627.25
12536.0,59,1,4017.81
12537.0,409,1,612.94
12538.0,29,2,588.25
12539.0,22,7,8721.65
12540.0,20,32,12251.11
12541.0,30,3,849.48
12542.0,484,2,481.88
12543.0,448,1,721.45
12544.0,36,1,316.7
12545.0,75,2,832.39
12546.0,47,2,1021.5
12547.0,198,3,383.58
12548.0,166,1,95.19999999999999
12549.0,576,5,1072.8799999999999
12550.0,79,1,824.83
12551.0,358,1,168.0
12552.0,40,1,317.82
12553.0,8,12,4086.63
12554.0,449,1,384.5
12556.0,50,2,599.56
12557.0,158,2,163.2
12558.0,8,1,145.16
12559.0,320,1,289.46000000000004
12560.0,5,2,1732.21
12561.0,303,1,238.85
12562.0,8,9,3357.76
12563.0,409,1,159.24
12564.0,261,1,402.90000000000003
12565.0,289,1,145.92000000000002
12566.0,86,1,297.65
12567.0,23,15,9521.33
12568.0,645,1,70.0
12569.0,2,32,3477.14
12571.0,40,2,519.61
12572.0,9,2,809.22
12573.0,227,5,656.57
12574.0,316,1,218.45000000000002
12575.0,457,2,622.82
12576.0,36,8,2062.7200000000003
12577.0,35,8,1617.1
12578.0,21,4,3200.4500000000003
12579.0,78,1,386.42
12580.0,247,2,998.9
12581.0,40,1,197.71
12582.0,239,4,1707.4
12583.0,3,27,7465.86
12584.0,4,9,1647.2
12585.0,234,2,1417.9
12586.0,17,4,1764.3700000000001
12587.0,8,1,144.0
12588.0,39,4,798.78
12589.0,29,6,2907.91
12590.0,211,1,120.0
12591.0,317,3,1027.0
12592.0,92,4,1351.64
12593.0,109,3,418.1
12594.0,47,13,3822.6800000000003
12595.0,505,1,299.02
12596.0,51,2,384.03
12597.0,19,4,3178.22
12598.0,10,11,3519.9700000000003
12599.0,29,13,2074.72
12600.0,29,21,1532.1200000000001
12601.0,190,6,605.66
12602.0,59,1,153.12
12604.0,79,2,254.18
12605.0,376,4,1232.95
12606.0,682,1,21.0
12607.0,60,1,1579.51
12608.0,405,1,188.65
12609.0,78,9,3089.36
12610.0,23,4,1827.54
12611.0,52,1,1049.32
12612.0,74,1,312.54
12613.0,57,10,5608.63
12614.0,278,1,315.6
12615.0,2,8,4894.9800000000005
12616.0,95,3,956.2
12617.0,29,1,352.98
12618.0,22,1,177.31
12619.0,16,9,1473.62
12620.0,15,3,1339.41
12621.0,2,33,11705.98
12622.0,232,1,180.1
12623.0,276,7,3077.7400000000002
12624.0,106,2,641.13
12625.0,212,4,3226.61
12626.0,23,9,4912.2300000000005
12627.0,11,6,3860.23
12628.0,4,3,736.46
12629.0,386,2,540.02
12630.0,10,2,1030.88
12631.0,57,6,3063.27
12632.0,521,2,573.88
12633.0,59,7,4765.96
12634.0,548,1,360.0
12635.0,90,4,2624.41
12637.0,67,12,7202.7
12638.0,33,2,604.99
12639.0,239,3,1065.57
12640.0,24,3,903.32
12641.0,115,1,185.9
12642.0,25,3,734.14
12643.0,172,6,159.24
12644.0,130,4,1743.74
12645.0,34,8,2685.95
12646.0,5,2,850.65
12647.0,22,33,8094.75
12648.0,155,4,1067.25
12649.0,107,7,1756.45
12650.0,3,1,147.64000000000001
12651.0,335,4,377.75
12652.0,331,2,793.83
12653.0,149,3,1240.3
12654.0,11,5,601.98
12655.0,424,1,261.35
12656.0,17,8,3912.03
12657.0,11,3,744.48
12658.0,19,1,632.05
12659.0,30,1,91.68
12660.0,11,1,245.10000000000002
12661.0,436,1,162.0
12662.0,1,20,6459.24
12663.0,625,2,186.6
12664.0,16,7,304.0
12665.0,325,3,313.6
12666.0,394,1,475.58000000000004
12667.0,58,1,460.13
12668.0,12,9,9023.91
12669.0,151,2,1427.73
12670.0,10,7,2091.25
12671.0,606,1,441.421
12672.0,330,2,345.1
12673.0,5,3,1071.62
12674.0,39,4,1447.94
12675.0,554,2,873.25
12676.0,25,11,2187.94
12677.0,555,2,347.4
12678.0,43,13,2793.05
12679.0,59,4,812.0600000000001
12680.0,1,4,880.81
12681.0,15,45,22756.14
12682.0,4,52,16792.02
12683.0,4,20,7689.04
12684.0,8,7,1845.99
12685.0,28,6,2442.68
12686.0,372,1,89.14
12687.0,481,1,1858.91
12688.0,114,1,2827.45
12689.0,26,2,1132.65
12690.0,206,1,285.01
12691.0,28,7,677.2
12692.0,637,1,110.95
12693.0,127,7,1429.42
12694.0,70,3,1363.8
12695.0,7,7,1036.03
12696.0,435,2,771.91
12697.0,29,3,670.54
12698.0,590,1,240.75
12699.0,418,1,566.11
12700.0,8,4,4229.27
12701.0,80,6,2446.41
12702.0,20,1,219.0
12703.0,71,4,952.53
12704.0,7,8,1448.48
12705.0,15,13,9410.1
12707.0,292,1,433.42
12708.0,30,18,4992.56
12709.0,15,30,5999.69
12710.0,97,3,1077.02
12711.0,612,2,1133.8500000000001
12712.0,29,21,4278.53
12713.0,1,1,628.5
12714.0,9,12,11138.79
12715.0,106,1,263.36
12716.0,4,2,999.49
12717.0,151,3,1058.91
12718.0,71,1,238.25
12719.0,5,2,644.95
12720.0,3,29,6872.52
12721.0,32,8,3660.28
12722.0,85,4,856.63
12723.0,4,5,613.02
12724.0,5,7,2159.72
12725.0,371,3,1545.02
12726.0,28,11,3337.2
12727.0,11,10,3226.81
12728.0,71,5,1070.17
12729.0,114,1,453.01
12730.0,522,1,703.25
12731.0,24,14,4312.31
12732.0,180,1,236.26000000000002
12733.0,234,4,1977.57
12734.0,353,3,261.35
12735.0,315,2,591.3199999999999
12738.0,372,1,155.35
12739.0,78,4,1317.73
12740.0,64,1,427.6
12741.0,533,1,236.07
12742.0,626,1,1035.56
12743.0,134,2,540.13
12744.0,56,8,5312.81
12745.0,487,2,364.33
12746.0,541,1,254.55
12747.0,2,26,4405.78
12748.0,1,313,36865.85
12749.0,4,9,6191.19
12750.0,129,1,275.88
12751.0,445,1,268.27
12752.0,81,1,585.62
12753.0,23,6,905.2
12754.0,277,2,61.62
12755.0,281,10,304.86
12756.0,87,1,50.879999999999995
12757.0,16,7,3243.55
12758.0,117,7,4843.68
12759.0,52,8,4554.74
12760.0,456,1,347.8
12761.0,458,2,540.4
12762.0,8,2,997.97
12763.0,369,1,260.08
12764.0,317,1,741.33
12765.0,472,6,1226.38
12766.0,4,9,6783.87
12767.0,376,1,741.02
12768.0,451,1,168.69
12769.0,239,1,456.84000000000003
12771.0,486,1,226.29999999999998
12772.0,60,1,752.47
12773.0,564,1,37.25
12774.0,536,1,98.7
12775.0,17,7,1437.52
12776.0,668,1,55.5
12777.0,458,1,519.45
12778.0,20,9,1616.68
12779.0,38,14,4907.19
12780.0,599,1,337.4
12781.0,64,2,498.84000000000003
12782.0,5,11,3552.7400000000002
12783.0,2,4,1323.8700000000001
12784.0,15,2,1511.15
12785.0,364,3,904.4
12786.0,610,1,172.3
12787.0,10,4,799.78
12788.0,463,4,444.90000000000003
12789.0,65,3,124.85
12790.0,192,2,591.85
12791.0,374,5,453.43
12792.0,257,2,715.01
12793.0,335,3,707.53
12794.0,53,2,756.01
12795.0,19,1,219.78
12796.0,628,1,30.0
12797.0,366,2,496.08000000000004
12798.0,422,1,43.49
12799.0,529,1,219.35
12800.0,470,2,528.25
12801.0,501,1,791.92
12802.0,187,7,2116.94
12803.0,393,1,938.61
12804.0,466,2,325.37
12805.0,382,4,957.35
12806.0,435,4,895.26
12807.0,383,1,250.35
12808.0,37,5,776.7
12809.0,178,3,1339.3400000000001
12810.0,535,2,474.99
12811.0,261,5,977.9
12812.0,45,1,229.64000000000001
12813.0,502,3,758.4
12814.0,102,1,40.0
12815.0,148,2,863.46
12816.0,96,2,492.20000000000005
12817.0,281,3,560.1800000000001
12818.0,262,1,75.60000000000001
12819.0,458,1,340.12
12820.0,3,11,2590.52
12821.0,214,2,220.8
12822.0,71,2,846.88
12824.0,60,1,349.42
12825.0,521,2,454.83
12826.0,3,11,2342.55
12827.0,6,3,385.6
12828.0,3,6,928.26
12829.0,337,3,254.55
12831.0,262,3,451.11
12832.0,32,2,383.03000000000003
12833.0,145,1,417.38
12834.0,283,1,312.38
12835.0,428,41,5368.83
12836.0,59,15,5299.43
12837.0,173,2,662.66
12838.0,34,10,2444.56
12839.0,3,26,8766.22
12840.0,144,7,3539.21
12841.0,5,40,6431.53
12842.0,70,4,694.61
12843.0,66,26,2962.2200000000003
12844.0,29,4,648.6
12845.0,269,2,71.79
12846.0,682,1,15.58
12847.0,22,2,1219.0
12848.0,676,1,208.0
12849.0,31,6,1985.21
12851.0,97,2,280.76
12852.0,295,1,311.55
12853.0,135,10,2699.7
12854.0,79,7,2630.9700000000003
12855.0,373,4,447.84000000000003
12856.0,8,6,2120.86
12857.0,211,6,2316.2
12858.0,383,1,147.27
12859.0,459,1,462.9
12860.0,693,1,54.22
12861.0,620,1,68.25
12862.0,426,2,984.62
12863.0,52,6,694.25
12864.0,138,2,39.05
12865.0,26,4,3273.07
12866.0,283,3,1072.6
12867.0,26,13,7553.96
12868.0,186,8,2043.76
12869.0,682,1,256.07
12870.0,375,3,1354.19
12871.0,84,3,238.82
12872.0,327,12,2909.01
12873.0,398,2,462.4
12874.0,385,2,809.8199999999999
12876.0,58,4,2837.39
12877.0,4,19,2573.64
12878.0,236,2,854.99
12879.0,45,2,91.72
12880.0,382,2,640.13
12881.0,276,1,103.0
12883.0,25,4,703.47
12884.0,88,1,139.05
12885.0,63,3,1128.42
12886.0,68,2,1378.4
12887.0,384,1,222.4
12888.0,255,1,25.200000000000003
12889.0,381,4,385.46000000000004
12890.0,24,2,661.02
12891.0,293,5,143.0
12892.0,397,1,263.38
12893.0,31,1,176.55
12894.0,575,1,157.35
12895.0,42,2,372.8
12897.0,205,3,168.65
12898.0,660,1,143.57
12899.0,414,1,281.65
12900.0,422,1,280.93
12901.0,10,14,1036.63
12902.0,265,1,138.68
12903.0,429,1,786.73
12904.0,18,2,445.06
12905.0,577,2,967.42
12906.0,12,4,908.33
12907.0,396,2,442.91
12909.0,40,8,2263.39
12910.0,23,11,1632.64
12911.0,552,1,1427.42
12912.0,8,2,290.70000000000005
12913.0,5,11,1350.1000000000001
12914.0,401,1,115.97999999999999
12915.0,149,4,975.1
12916.0,139,7,2973.48
12917.0,400,4,405.6
12919.0,8,6,949.3100000000001
12920.0,17,3,436.24
12921.0,9,74,26631.74
12922.0,161,1,405.38
12923.0,64,3,537.92
12924.0,88,12,659.86
12925.0,5,3,729.33
12926.0,411,4,1523.97
12927.0,395,1,197.31
12928.0,35,12,3437.79
12929.0,312,1,117.85
12930.0,78,2,415.8
12931.0,67,7,236.7
12932.0,539,8,1435.04
12933.0,24,8,1584.13
12935.0,2,15,4173.06
12936.0,17,3,616.3
12937.0,15,9,2628.41
12938.0,26,1,114.14
12940.0,55,2,848.69
12941.0,724,1,330.69
12942.0,131,3,675.6
12943.0,558,2,373.5
12944.0,36,2,604.51
12945.0,288,2,842.11
12946.0,437,1,324.45
12947.0,144,6,1355.19
12948.0,16,9,2171.63
12949.0,31,22,13736.460000000001
12950.0,8,2,284.2
12951.0,9,15,3213.7200000000003
12952.0,6,4,1387.79
12953.0,10,2,828.8100000000001
12954.0,639,1,162.45
12955.0,1,11,3437.44
12956.0,306,4,521.89
12957.0,10,13,8342.72
12958.0,400,2,401.64
12959.0,484,1,150.95
12960.0,414,4,1200.8700000000001
12961.0,379,1,211.99
12962.0,7,2,266.39
12963.0,8,12,3087.7400000000002
12964.0,437,1,132.24
12965.0,89,1,769.8100000000001
12966.0,10,1,160.18
12967.0,372,2,712.62
12968.0,112,1,74.75
12969.0,603,1,58.95
12970.0,7,10,1393.6
12971.0,4,106,6492.71
12972.0,414,4,1000.6
12973.0,414,1,95.55000000000001
12974.0,198,2,408.95
12975.0,437,6,1896.09
12976.0,212,8,2385.98
12977.0,156,3,286.88
12978.0,385,5,2087.02
12979.0,729,1,400.7
12981.0,30,2,372.21999999999997
12982.0,243,8,2694.41
12983.0,598,1,490.08
12984.0,19,1,97.5
12985.0,1,2,1149.02
12986.0,429,10,1771.52
12987.0,74,5,1262.26
12988.0,292,1,505.82
12989.0,9,5,160.63
12990.0,31,6,604.5
12991.0,23,3,722.32
12992.0,725,1,93.35
12993.0,23,8,1259.63
12994.0,4,3,974.42
12995.0,85,1,76.32
12996.0,376,1,355.5
12997.0,22,8,1776.03
12998.0,493,3,771.76
12999.0,205,2,379.38
13000.0,260,3,956.1800000000001
13001.0,4,33,14412.5
13002.0,318,3,414.13
13003.0,151,2,89.05000000000001
13004.0,12,36,11532.05
13005.0,174,4,924.68
13006.0,56,1,81.57
13007.0,580,1,175.25
13008.0,323,3,561.13
13010.0,374,2,183.78
13011.0,372,1,50.550000000000004
13012.0,9,11,2659.33
13013.0,1,28,8812.83
13014.0,11,11,3660.23
13015.0,53,11,5796.76
13016.0,73,3,789.89
13018.0,16,34,9311.68
13019.0,379,6,1179.55
13020.0,563,2,618.96
13021.0,4,17,4301.17
13022.0,430,1,65.3
13023.0,64,3,1161.33
13024.0,471,2,555.87
13025.0,732,1,233.39000000000001
13026.0,1,8,1251.4
13028.0,23,2,661.3199999999999
13029.0,31,4,197.5
13030.0,11,2,660.19
13031.0,407,5,3240.64
13032.0,52,9,2628.76
13033.0,357,2,220.55
13034.0,55,3,756.82
13035.0,74,3,678.6
13036.0,685,1,49.0
13037.0,138,12,3766.4500000000003
13038.0,80,3,383.76
13039.0,584,4,959.73
13040.0,9,2,676.99
13041.0,451,4,570.53
13042.0,598,3,1488.59
13043.0,273,1,231.82
13044.0,291,11,3906.25
13045.0,99,3,808.9200000000001
13046.0,31,3,864.25
13047.0,32,24,6559.88
13048.0,14,9,3638.35
13049.0,64,3,298.54
13050.0,15,34,11499.19
13051.0,579,1,80.8
13052.0,212,7,2769.54
13053.0,622,1,127.65
13055.0,78,4,2321.11
13056.0,551,1,209.48
13057.0,530,3,350.19
13058.0,25,3,147.65
13059.0,250,10,2202.52
13060.0,254,1,246.33
13061.0,72,1,147.06
13062.0,191,1,133.5
13063.0,481,1,188.4
13064.0,13,6,1387.44
13065.0,373,5,1055.05
13066.0,24,2,470.8
13067.0,82,3,328.51
13069.0,1,37,6244.95
13070.0,192,4,693.2
13071.0,612,1,129.22
13072.0,267,1,177.15
13073.0,411,2,418.08
13074.0,511,3,542.8000000000001
13075.0,130,1,385.01
13076.0,458,1,135.4
13077.0,1,11,2487.89
13078.0,3,56,9605.7
13079.0,4,6,323.98
13080.0,179,4,280.73
13081.0,12,26,35626.43
13082.0,126,18,1623.23
13083.0,4,3,395.43
13084.0,492,1,40.8
13085.0,158,8,1521.08
13086.0,383,1,439.33000000000004
13087.0,726,1,260.54
13088.0,417,1,236.11
13089.0,4,164,52773.1
13090.0,9,19,2743.56
13091.0,28,2,775.92
13092.0,71,12,1891.33
13093.0,276,46,12106.55
13094.0,389,1,75.0
13095.0,71,1,74.39999999999999
13097.0,33,27,10826.81
13098.0,1,26,7069.89
13101.0,234,4,554.64
13102.0,1,37,8595.26
13103.0,40,3,607.64
13104.0,3,7,330.18
13106.0,413,1,172.4
13107.0,44,9,2625.67
13108.0,373,2,503.65999999999997
13109.0,60,3,1083.03
13110.0,31,12,2726.17
13111.0,719,1,191.07999999999998
13112.0,541,1,20.599999999999998
13113.0,1,37,3226.39
13114.0,731,1,234.38
13115.0,12,10,4990.3
13116.0,138,1,501.14
13117.0,22,18,2116.16
13118.0,20,9,1381.71
13119.0,669,1,134.9
13120.0,239,1,30.6
13121.0,269,1,283.73
13122.0,94,2,922.39
13123.0,473,2,506.75
13124.0,90,4,3993.51
13125.0,524,1,148.62
13126.0,5,13,3633.51
13127.0,78,1,259.17
13129.0,452,2,233.25
13130.0,94,1,64.0
13131.0,23,7,2172.37
13132.0,262,1,32.3
13133.0,274,3,200.45
13134.0,86,6,2063.33
13135.0,491,1,275.45
13136.0,56,13,5979.12
13137.0,11,16,7535.94
13138.0,22,7,1274.01
13139.0,16,8,5154.52
13140.0,108,5,1054.92
13141.0,85,17,6506.3
13142.0,19,1,307.09000000000003
13143.0,585,1,405.1
13144.0,333,2,71.6
13145.0,92,1,40.92
13146.0,26,1,132.91
13148.0,29,26,8324.92
13149.0,14,4,1460.3600000000001
13150.0,484,3,69.45
13151.0,296,3,2285.02
13152.0,417,7,2098.68
13153.0,6,1,227.82000000000002
13154.0,399,3,1423.14
13155.0,33,6,1323.68
13156.0,385,3,1586.54
13157.0,49,9,4997.66
13158.0,95,5,1508.18
13159.0,9,4,1354.65
13160.0,22,1,91.8
13161.0,313,2,472.13
13162.0,122,15,2987.09
13163.0,610,1,17.65
13164.0,569,2,168.2
13165.0,46,3,623.48
13166.0,283,2,748.73
13167.0,19,5,1125.15
13168.0,36,5,1652.93
13169.0,64,3,344.48
13170.0,27,1,108.81
13171.0,22,3,335.21
13173.0,4,11,2232.42
13174.0,16,12,7740.67
13175.0,582,2,691.85
13176.0,46,1,481.49
13177.0,65,2,512.2
13178.0,26,21,11887.56
13179.0,619,1,572.3100000000001
13180.0,607,1,86.10000000000001
13181.0,381,1,309.29
13182.0,45,1,121.18
13183.0,8,15,1430.58
13184.0,15,10,1503.65
13186.0,40,3,1427.39
13187.0,337,4,341.36
13188.0,11,1,15.0
13189.0,19,2,260.68
13190.0,544,3,244.2
13191.0,658,1,164.69
13192.0,95,6,2558.58
13193.0,61,1,112.08
13194.0,136,2,139.9
13195.0,414,1,136.73
13196.0,11,7,3015.7400000000002
13197.0,610,1,293.11
13198.0,10,8,4894.33
13199.0,8,38,2038.29
13200.0,19,4,680.67
13201.0,502,4,1080.66
13202.0,394,7,1106.45
13203.0,10,10,2564.85
13204.0,731,1,916.26
13206.0,400,13,6685.07
13207.0,15,3,250.26000000000002
13208.0,59,9,1824.1
13209.0,30,11,5459.41
13210.0,94,1,353.48
13211.0,10,9,1219.26
13212.0,20,3,736.83
13213.0,57,11,3121.32
13214.0,418,7,3264.23
13216.0,268,1,10.5
13218.0,127,1,62.64
13219.0,618,1,76.23
13220.0,78,3,689.24
13221.0,240,2,788.01
13223.0,200,3,117.72
13224.0,60,2,1424.59
13225.0,606,4,491.5
13226.0,273,2,312.46
13227.0,202,1,129.0
13229.0,226,1,160.95
13230.0,4,30,5720.55
13232.0,13,7,1328.35
13233.0,74,4,1129.66
13234.0,673,2,346.5
13235.0,212,1,785.67
13236.0,25,2,744.85
13237.0,388,1,440.5
13238.0,23,5,902.63
13239.0,262,5,1394.74
13240.0,96,8,1392.49
13241.0,412,1,112.53
13242.0,112,7,699.4
13243.0,203,5,1220.38
13244.0,93,1,121.74000000000001
13245.0,51,2,989.22
13246.0,18,11,2300.31
13247.0,22,3,360.0
13248.0,125,2,465.68
13249.0,93,3,197.33
13250.0,502,1,133.09
13251.0,402,1,252.68
13252.0,394,2,297.45
13253.0,157,4,1161.1499999999999
13254.0,376,1,51.41
13255.0,9,3,402.15999999999997
13257.0,436,1,149.75
13258.0,12,5,662.08
13259.0,62,9,1402.54
13260.0,61,1,82.32000000000001
13262.0,263,3,522.45
13263.0,1,39,8384.6
13264.0,443,1,722.5600000000001
13265.0,53,5,1398.66
13266.0,11,18,5007.22
13267.0,3,36,7417.55
13268.0,18,11,3054.75
13269.0,1,28,7093.66
13271.0,37,1,211.49
13272.0,31,2,276.56
13273.0,113,1,138.98
13274.0,409,1,360.85
13275.0,384,2,196.36
13276.0,64,5,1845.91
13277.0,16,6,374.8
13278.0,41,4,1324.3700000000001
13279.0,78,1,137.75
13280.0,122,7,2248.48
13281.0,439,1,350.85
13282.0,18,4,671.59
13283.0,60,4,301.96000000000004
13284.0,331,1,201.19
13285.0,23,6,3364.59
13286.0,600,1,593.91
13287.0,603,3,781.59
13288.0,509,2,113.25
13289.0,724,1,307.95
13291.0,156,11,3219.79
13292.0,39,5,994.51
13293.0,392,6,1116.44
13294.0,190,3,1639.58
13295.0,360,4,1101.97
13296.0,137,6,696.51
13297.0,8,6,2105.77
13299.0,268,3,1064.2
13300.0,169,3,903.91
13301.0,104,4,618.09
13302.0,527,1,18.95
13303.0,400,1,61.72
13304.0,351,4,1174.19
13305.0,4,16,3293.91
13306.0,430,1,53.65
13307.0,120,3,273.34
13308.0,23,4,1157.33
13309.0,7,6,1706.3700000000001
13310.0,28,5,1448.2
13311.0,4,2,338.81
13312.0,451,1,43.75
13313.0,22,12,3332.82
13314.0,2,3,775.94
13315.0,689,1,310.26000000000005
13316.0,37,6,428.46000000000004
13317.0,66,19,5669.791
13318.0,1,3,289.88
13319.0,5,57,16648.95
13320.0,78,6,2211.6
13321.0,86,1,175.64
13322.0,17,1,154.48000000000002
13323.0,3,5,392.75
13324.0,36,5,195.75
13325.0,82,1,89.3
13326.0,432,1,281.76
13327.0,39,19,5786.14
13328.0,316,1,175.68
13329.0,32,8,1844.99
13330.0,93,6,2115.0
13331.0,402,1,182.45
13332.0,14,1,350.90000000000003
13333.0,411,3,1015.74
13334.0,82,5,5712.3
13336.0,77,1,795.12
13337.0,546,1,1425.66
13338.0,158,4,2053.07
13339.0,201,1,860.12
13340.0,45,9,1545.65
13341.0,261,1,688.25
13343.0,178,1,303.43
13344.0,68,3,2030.0900000000001
13345.0,288,1,339.5
13347.0,70,1,186.96
13348.0,64,1,233.76000000000002
13349.0,11,1,197.32
13350.0,16,2,595.1700000000001
13351.0,66,1,323.94
13352.0,60,1,347.98
13354.0,71,1,743.53
13355.0,122,1,572.7
13356.0,80,1,630.84
13357.0,257,5,3754.51
13358.0,269,1,389.03000000000003
13359.0,64,2,943.3100000000001
13360.0,432,4,1249.0
13361.0,472,2,224.15
13362.0,9,7,5183.32
13363.0,18,3,1577.06
13364.0,71,1,134.96
13365.0,34,2,2097.87
13367.0,432,1,295.9
13368.0,257,4,875.1
13369.0,366,1,258.28000000000003
13370.0,372,1,754.87
13371.0,505,2,1427.81
13372.0,90,1,328.64
13373.0,61,6,6103.67
13374.0,415,2,251.70000000000002
13375.0,89,2,1336.23
13376.0,99,3,869.76
13377.0,397,2,1249.03
13379.0,26,3,572.56
13380.0,433,1,62.4
13381.0,32,12,6489.93
13382.0,281,5,1387.58
13384.0,31,11,4848.61
13385.0,330,1,484.67
13386.0,414,2,536.0600000000001
13387.0,417,1,186.94
13388.0,131,3,1082.6
13389.0,11,3,797.96
13390.0,75,1,185.88
13392.0,677,1,91.14
13393.0,584,4,889.51
13394.0,2,19,5674.45
13395.0,185,3,1016.77
13396.0,29,2,808.85
13397.0,73,8,1457.28
13398.0,192,2,670.34
13399.0,464,3,275.4
13400.0,583,1,310.83
13402.0,127,4,1123.35
13403.0,18,3,184.5
13404.0,1,2,188.74
13405.0,74,6,773.051
13406.0,427,1,15.0
13407.0,599,2,1728.4
13408.0,2,82,8717.032000000001
13410.0,24,7,574.54
13411.0,107,1,213.55
